City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
271,Delta,NG,2020-08-02 22:00:38,5.5,6.0,73.02,91,100,4.7,overcast clouds
272,Waw,SS,2020-08-02 22:04:25,7.7,28.0,71.26,95,100,0.85,overcast clouds
273,Hithadhoo,MV,2020-08-02 22:04:25,-0.6,73.08,82.85,77,64,10.89,broken clouds
274,Butaritari,KI,2020-08-02 22:04:25,3.07,172.79,82.63,75,7,16.17,clear sky
275,Carauari,BR,2020-08-02 22:04:26,-4.88,-66.9,84.4,48,21,0.54,few clouds
276,Atasu,KZ,2020-08-02 22:03:55,48.68,71.64,70.21,53,8,10.58,clear sky
277,Pingliang,CN,2020-08-02 22:04:26,35.54,106.69,67.41,78,99,1.77,overcast clouds
278,Karasjok,NO,2020-08-02 22:04:26,69.47,25.51,50.0,87,75,8.05,broken clouds
279,Novopokrovka,UA,2020-08-02 22:04:26,49.84,36.55,60.8,77,0,4.47,clear sky
280,Namibe,AO,2020-08-02 22:04:26,-15.2,12.15,66.67,86,7,3.44,clear sky
281,Saldanha,ZA,2020-08-02 22:04:26,-33.01,17.94,48.2,81,0,1.12,clear sky
282,Kindu,CD,2020-08-02 22:04:26,-2.95,25.95,78.03,43,42,2.28,scattered clouds
283,Vestmanna,FO,2020-08-02 22:04:27,62.16,-7.17,50.0,100,100,12.75,drizzle
284,Sola,VU,2020-08-02 22:04:27,-13.88,167.55,80.6,83,75,6.93,broken clouds
285,Shimoda,JP,2020-08-02 22:04:27,34.67,138.95,73.99,85,2,0.81,clear sky
286,Alpena,US,2020-08-02 22:04:27,45.06,-83.43,71.6,78,75,13.87,broken clouds
287,Kamareddi,IN,2020-08-02 22:04:27,18.32,78.35,73.58,93,100,15.14,moderate rain
288,Nakusp,CA,2020-08-02 22:04:27,50.25,-117.8,91.99,29,0,1.01,clear sky
289,Yerbogachen,RU,2020-08-02 22:04:27,61.28,108.01,57.31,74,0,4.43,clear sky
290,Lashio,MM,2020-08-02 22:04:27,22.93,97.75,70.83,100,100,2.1,light rain
291,Sawakin,SD,2020-08-02 22:04:27,19.11,37.33,92.59,48,11,12.08,moderate rain
292,Goundam,ML,2020-08-02 22:04:28,16.41,-3.67,94.93,36,19,9.55,few clouds
293,Salalah,OM,2020-08-02 22:04:28,17.02,54.09,82.4,83,40,4.7,scattered clouds
294,Vardo,NO,2020-08-02 22:04:28,70.37,31.11,50.0,81,75,9.17,broken clouds
295,Eureka,US,2020-08-02 22:04:28,40.8,-124.16,70.0,77,1,14.99,clear sky
296,Ajdabiya,LY,2020-08-02 22:04:28,30.76,20.23,76.89,92,0,8.05,clear sky
297,Pangoa,PE,2020-08-02 22:04:28,-12.12,-73.0,78.93,56,14,2.39,few clouds
298,Mount Gambier,AU,2020-08-02 22:04:28,-37.83,140.77,46.4,93,40,10.29,scattered clouds
299,Marquette,US,2020-08-02 22:04:29,46.53,-87.63,55.0,95,100,10.85,overcast clouds
300,Mount Isa,AU,2020-08-02 22:00:14,-20.73,139.5,46.4,65,0,1.12,clear sky
301,Mino,JP,2020-08-02 22:04:29,34.83,135.47,80.01,94,20,1.12,few clouds
302,Ahuimanu,US,2020-08-02 22:04:29,21.44,-157.84,84.2,48,40,18.34,scattered clouds
303,Salinopolis,BR,2020-08-02 22:04:29,-0.61,-47.36,78.84,85,7,9.46,light rain
304,Sevnica,SI,2020-08-02 22:04:29,46.01,15.32,69.8,94,22,3.36,light rain
305,Dwarka,IN,2020-08-02 22:04:29,22.24,68.97,85.73,79,99,7.63,overcast clouds
306,Dano,BF,2020-08-02 22:04:29,11.15,-3.07,74.44,84,85,4.97,overcast clouds
307,Tual,ID,2020-08-02 22:04:30,-5.67,132.75,77.38,82,5,18.86,clear sky
308,Osterburg,DE,2020-08-02 22:04:07,52.78,11.77,64.0,84,94,1.99,overcast clouds
309,Minab,IR,2020-08-02 22:04:30,27.15,57.08,89.6,84,40,6.93,scattered clouds
310,Lebu,CL,2020-08-02 22:04:30,-37.62,-73.65,52.29,92,68,6.71,broken clouds
311,Antofagasta,CL,2020-08-02 22:02:19,-23.65,-70.4,59.0,72,75,12.75,broken clouds
312,Guerrero Negro,MX,2020-08-02 22:04:30,27.98,-114.06,84.92,47,46,17.22,scattered clouds
313,Urumqi,CN,2020-08-02 22:04:30,43.8,87.6,82.99,44,100,4.47,overcast clouds
314,Lillehammer,NO,2020-08-02 22:04:30,61.11,10.47,53.01,96,64,3.0,light rain
315,Tahe,CN,2020-08-02 22:04:31,52.33,124.73,54.36,95,100,6.58,overcast clouds
316,Ambilobe,MG,2020-08-02 22:04:31,-13.2,49.05,69.94,70,23,4.81,few clouds
317,Vikulovo,RU,2020-08-02 22:00:13,56.82,70.61,68.79,63,86,6.55,overcast clouds
318,Sitka,US,2020-08-02 22:04:31,57.05,-135.33,57.2,87,90,3.36,overcast clouds
319,Tecoanapa,MX,2020-08-02 22:04:31,16.52,-98.75,87.94,67,52,10.07,broken clouds
320,Southbridge,US,2020-08-02 22:04:31,42.08,-72.03,75.99,98,100,12.28,overcast clouds
321,Springfield,US,2020-08-02 21:59:59,37.22,-93.3,84.2,51,40,9.17,scattered clouds
322,Dombarovskiy,RU,2020-08-02 22:04:31,50.76,59.54,79.27,27,16,15.57,few clouds
323,Dickinson,US,2020-08-02 22:00:06,29.46,-95.05,93.0,46,40,3.36,scattered clouds
324,Nyurba,RU,2020-08-02 21:59:54,63.28,118.33,58.75,72,0,3.69,clear sky
325,Ternate,ID,2020-08-02 22:04:32,0.8,127.4,78.58,85,100,9.91,light rain
326,Uni,RU,2020-08-02 22:04:32,57.75,51.49,47.19,94,3,3.87,clear sky
327,Coahuayana,MX,2020-08-02 22:04:32,18.73,-103.68,86.0,66,75,11.41,broken clouds
328,Afsin,TR,2020-08-02 22:04:32,38.25,36.91,62.55,67,0,4.61,clear sky
329,Huarmey,PE,2020-08-02 22:00:36,-10.07,-78.15,65.48,72,5,9.75,clear sky
330,Evensk,RU,2020-08-02 22:04:32,61.95,159.23,61.21,52,29,2.24,scattered clouds
331,Longyearbyen,SJ,2020-08-02 22:04:33,78.22,15.64,48.2,87,20,1.12,few clouds
332,Soyo,AO,2020-08-02 22:04:33,-6.13,12.37,72.66,88,28,7.38,scattered clouds
333,Yele,CM,2020-08-02 22:04:33,10.73,13.59,67.1,97,90,3.22,overcast clouds
334,Inhambane,MZ,2020-08-02 22:04:33,-23.86,35.38,67.23,71,100,7.92,overcast clouds
335,Adrar,MR,2020-08-02 22:00:16,20.5,-10.07,101.73,9,0,4.81,clear sky
336,Mwinilunga,ZM,2020-08-02 22:04:33,-11.74,24.43,56.34,40,48,6.44,scattered clouds
337,Mancio Lima,BR,2020-08-02 22:04:33,-7.61,-72.9,85.77,47,2,0.96,clear sky
338,Ponta Delgada,PT,2020-08-02 22:04:33,37.73,-25.67,71.6,73,20,6.93,few clouds
339,Talara,PE,2020-08-02 22:04:34,-4.58,-81.27,64.0,85,9,16.93,clear sky
340,Labuhan,ID,2020-08-02 22:04:34,-6.88,112.21,72.59,87,43,6.87,scattered clouds
341,Nador,MA,2020-08-02 22:04:34,35.17,-2.93,93.2,17,0,12.75,clear sky
342,Turayf,SA,2020-08-02 22:04:34,31.67,38.66,82.4,26,0,6.93,clear sky
343,Provideniya,RU,2020-08-02 22:04:34,64.38,-173.3,51.8,62,100,6.71,overcast clouds
344,Peabiru,BR,2020-08-02 22:04:34,-23.91,-52.34,75.2,41,0,8.05,clear sky
345,Gusino,RU,2020-08-02 22:04:34,54.72,31.37,51.6,87,46,1.66,scattered clouds
346,Aykhal,RU,2020-08-02 22:04:34,66.0,111.5,64.4,45,100,4.47,overcast clouds
347,Necochea,AR,2020-08-02 22:00:40,-38.55,-58.74,48.0,95,67,3.0,broken clouds
348,Gawler,AU,2020-08-02 22:04:35,-34.6,138.73,46.0,92,97,3.0,overcast clouds
349,Pervomayskoye,RU,2020-08-02 22:04:35,43.92,46.71,65.35,91,100,18.12,heavy intensity rain
350,Naze,JP,2020-08-02 22:04:35,28.37,129.48,82.4,78,40,9.17,mist
351,Escanaba,US,2020-08-02 22:04:35,45.75,-87.06,62.6,77,90,14.99,overcast clouds
352,Keita,NE,2020-08-02 22:04:35,14.76,5.77,78.13,81,100,18.79,light rain
353,Kurikka,FI,2020-08-02 22:04:35,62.62,22.42,59.0,100,75,2.24,heavy intensity rain
354,Kieta,PG,2020-08-02 21:59:48,-6.22,155.63,82.11,73,84,5.41,broken clouds
355,Bonavista,CA,2020-08-02 22:01:15,48.65,-53.11,60.01,82,45,5.01,scattered clouds
356,Srednekolymsk,RU,2020-08-02 22:04:35,67.45,153.68,60.06,50,22,2.98,few clouds
357,Carahue,CL,2020-08-02 22:04:36,-38.7,-73.17,59.0,82,88,5.82,overcast clouds
358,Campoverde,PE,2020-08-02 22:04:36,-8.48,-74.81,87.8,52,40,5.82,scattered clouds
359,Chuy,UY,2020-08-02 22:04:36,-33.7,-53.46,59.54,90,99,3.62,overcast clouds
360,Grindavik,IS,2020-08-02 22:04:36,63.84,-22.43,46.4,93,75,16.11,broken clouds
361,Ribeira Grande,PT,2020-08-02 22:04:36,38.52,-28.7,72.05,82,3,11.16,clear sky
362,Broken Hill,AU,2020-08-02 22:04:36,-31.95,141.43,44.6,48,100,8.05,overcast clouds
363,Ottawa,CA,2020-08-02 22:04:37,45.41,-75.7,73.0,94,90,4.7,mist
364,Uvat,RU,2020-08-02 22:04:37,59.14,68.9,67.46,77,1,7.52,clear sky
365,Porto Walter,BR,2020-08-02 22:04:37,-8.27,-72.74,87.19,40,0,1.07,clear sky
366,Suntar,RU,2020-08-02 22:04:37,62.14,117.63,60.71,70,0,4.27,clear sky
367,Kununurra,AU,2020-08-02 22:04:37,-15.77,128.73,55.4,43,24,2.24,few clouds
368,Entebbe,UG,2020-08-02 22:04:37,0.06,32.45,73.4,69,20,6.93,few clouds
369,Paredon,MX,2020-08-02 22:04:38,16.03,-93.87,90.05,65,3,3.74,light rain
370,Wagar,SD,2020-08-02 22:04:38,16.15,36.2,85.12,54,92,8.21,overcast clouds
371,Sobolevo,RU,2020-08-02 22:00:18,54.43,31.9,50.72,85,42,1.5,scattered clouds
372,Moose Factory,CA,2020-08-02 22:04:38,51.26,-80.61,57.2,67,75,9.17,broken clouds
373,Lilongwe,MW,2020-08-02 22:04:38,-13.97,33.79,60.19,70,80,3.83,broken clouds
374,Kurya,RU,2020-08-02 22:04:38,51.6,82.29,62.42,75,27,14.83,scattered clouds
375,Chulym,RU,2020-08-02 22:04:38,55.1,80.96,60.66,90,0,5.97,clear sky
376,Abha,SA,2020-08-02 22:04:39,18.22,42.51,68.0,72,48,8.05,light rain
377,Jumla,NP,2020-08-02 22:04:39,29.27,82.18,61.34,71,46,0.76,scattered clouds
378,High Level,CA,2020-08-02 22:04:39,58.52,-117.14,84.2,62,20,5.82,few clouds
379,Kavaratti,IN,2020-08-02 22:04:39,10.57,72.64,82.44,79,100,22.7,overcast clouds
380,Russell,US,2020-08-02 22:04:39,32.35,-85.2,95.0,36,1,4.7,clear sky
381,Nome,US,2020-08-02 22:04:40,64.5,-165.41,64.99,76,20,11.41,few clouds
382,Richards Bay,ZA,2020-08-02 22:04:40,-28.78,32.04,64.67,73,0,15.68,clear sky
383,Kidal,ML,2020-08-02 22:04:40,18.44,1.41,86.23,47,100,18.48,overcast clouds
384,Marsabit,KE,2020-08-02 22:04:40,2.33,37.99,62.58,73,63,23.26,broken clouds
385,Poya,NC,2020-08-02 22:04:40,-21.35,165.15,69.44,60,40,5.88,scattered clouds
386,Morant Bay,JM,2020-08-02 22:04:40,17.88,-76.41,86.0,74,75,10.29,broken clouds
387,Mahibadhoo,MV,2020-08-02 22:04:40,3.78,72.97,82.18,79,100,14.18,light rain
388,Karpogory,RU,2020-08-02 22:04:41,64.0,44.45,50.11,97,100,7.61,light rain
389,Sept-Iles,CA,2020-08-02 22:04:41,50.2,-66.38,75.99,57,75,4.7,broken clouds
390,La Palma,US,2020-08-02 22:04:41,33.85,-118.05,86.0,54,1,8.05,light rain
391,Beba,CU,2020-08-02 22:04:41,22.44,-79.73,87.8,66,20,12.75,few clouds
392,Ambulu,ID,2020-08-02 22:04:41,-8.35,113.61,70.07,88,36,3.18,scattered clouds
393,Siniscola,IT,2020-08-02 22:04:41,40.57,9.69,82.4,61,0,14.99,clear sky
394,Touros,BR,2020-08-02 22:04:42,-5.2,-35.46,77.0,83,40,8.05,scattered clouds
395,Miura,JP,2020-08-02 22:04:42,35.14,139.62,78.01,89,0,2.93,clear sky
396,Atascadero,US,2020-08-02 22:00:22,35.49,-120.67,102.0,16,0,6.62,clear sky
397,Yaan,NG,2020-08-02 22:04:42,7.38,8.57,72.79,91,96,5.41,overcast clouds
398,Honiara,SB,2020-08-02 22:00:42,-9.43,159.95,78.8,83,20,4.7,few clouds
399,Havre-Saint-Pierre,CA,2020-08-02 22:04:42,50.23,-63.6,73.4,64,1,9.17,clear sky
400,Vuktyl,RU,2020-08-02 22:04:42,63.86,57.31,58.46,89,91,10.65,light rain
401,Makakilo City,US,2020-08-02 22:00:07,21.35,-158.09,86.0,55,20,8.05,few clouds
402,Ankazoabo,MG,2020-08-02 22:04:43,-22.28,44.52,57.38,58,0,6.73,clear sky
403,Le Port,RE,2020-08-02 22:04:43,-20.94,55.29,68.0,60,90,8.05,overcast clouds
404,Samarkand,UZ,2020-08-02 22:04:43,39.65,66.96,69.8,52,0,6.93,clear sky
405,Nelson Bay,AU,2020-08-02 22:04:43,-32.72,152.15,48.0,100,62,4.74,fog
406,Conway,US,2020-08-02 22:04:43,35.09,-92.44,86.0,55,75,10.29,broken clouds
407,Ratchaburi,TH,2020-08-02 22:04:44,13.58,99.53,77.43,83,100,10.67,overcast clouds
408,Abnub,EG,2020-08-02 22:04:44,27.27,31.15,87.8,29,0,2.24,clear sky
409,Haikou,CN,2020-08-02 22:04:44,20.05,110.34,78.8,100,100,4.47,light rain
410,Taoudenni,ML,2020-08-02 22:04:44,22.68,-3.98,106.23,16,66,5.03,broken clouds
411,Sioux Lookout,CA,2020-08-02 22:01:09,50.1,-91.92,64.4,52,75,10.29,broken clouds
412,Masvingo,ZW,2020-08-02 22:04:45,-20.06,30.83,49.93,73,0,4.83,clear sky
413,Egvekinot,RU,2020-08-02 22:04:45,66.32,-179.17,47.14,63,24,0.96,few clouds
414,Beaverlodge,CA,2020-08-02 22:04:45,55.22,-119.44,80.6,39,75,3.36,haze
415,Narsaq,GL,2020-08-02 22:00:56,60.92,-46.05,53.6,76,75,6.93,broken clouds
416,Atar,MR,2020-08-02 22:04:45,20.52,-13.05,101.62,10,0,7.47,clear sky
417,Slave Lake,CA,2020-08-02 22:04:45,55.28,-114.77,82.4,51,20,10.29,few clouds
418,Ixtapa,MX,2020-08-02 22:04:45,20.7,-105.2,91.99,75,40,9.17,scattered clouds
419,Weligama,LK,2020-08-02 22:04:45,5.97,80.42,77.86,88,100,9.69,light rain
420,Merauke,ID,2020-08-02 22:01:04,-8.47,140.33,74.71,82,5,10.98,clear sky
421,Manokwari,ID,2020-08-02 22:00:07,-0.87,134.08,78.85,79,96,3.87,overcast clouds
422,Vostok,RU,2020-08-02 22:04:46,46.49,135.88,67.44,97,100,3.38,overcast clouds
423,Ler,SS,2020-08-02 22:04:46,8.3,30.14,71.91,95,98,2.75,overcast clouds
424,Ossora,RU,2020-08-02 22:04:46,59.24,163.07,58.55,68,55,3.42,broken clouds
425,Aklavik,CA,2020-08-02 22:00:07,68.22,-135.01,53.6,87,90,3.36,overcast clouds
426,Carnarvon,AU,2020-08-02 21:59:57,-24.87,113.63,51.8,93,14,8.05,few clouds
427,Krasnoye,UA,2020-08-02 22:04:46,49.91,24.61,55.4,87,72,6.71,broken clouds
428,Gobabis,NA,2020-08-02 22:04:47,-22.45,18.97,50.0,34,0,1.12,clear sky
429,Bilibino,RU,2020-08-02 22:04:47,68.05,166.44,50.77,60,93,0.83,overcast clouds
430,Krasnaya Gorka,RU,2020-08-02 22:04:47,55.2,56.67,60.28,95,100,1.63,overcast clouds
431,Fayaoue,NC,2020-08-02 22:04:47,-20.65,166.53,70.25,63,53,12.97,broken clouds
432,Fortuna,US,2020-08-02 22:04:47,40.6,-124.16,70.0,80,11,3.0,few clouds
433,Sungaipenuh,ID,2020-08-02 22:04:47,-2.08,101.38,64.81,96,46,1.01,scattered clouds
434,Tartagal,AR,2020-08-02 22:04:47,-22.52,-63.8,79.03,38,0,3.62,clear sky
435,Bentiu,SS,2020-08-02 22:04:47,9.23,29.83,72.63,94,100,2.77,light rain
436,Sisimiut,GL,2020-08-02 22:04:48,66.94,-53.67,51.15,68,14,7.7,few clouds
437,San Jose,US,2020-08-02 22:03:19,37.34,-121.89,86.0,37,5,10.29,clear sky
438,Ipixuna,BR,2020-08-02 22:04:48,-1.76,-48.8,82.4,78,75,11.41,shower rain
439,Dossor,KZ,2020-08-02 22:04:48,47.53,52.98,81.3,41,47,15.01,scattered clouds
440,Aktau,KZ,2020-08-02 22:04:48,43.65,51.2,77.0,61,3,11.18,clear sky
441,Muncar,ID,2020-08-02 22:04:48,-8.43,114.33,72.61,86,57,3.29,broken clouds
442,Delfzijl,NL,2020-08-02 22:01:22,53.33,6.92,57.99,100,17,3.36,few clouds
443,Lehi,US,2020-08-02 22:02:24,40.39,-111.85,100.99,13,2,2.35,clear sky
444,Ulladulla,AU,2020-08-02 22:04:49,-35.35,150.47,48.2,70,75,17.22,broken clouds
445,Panama City,PA,2020-08-02 22:04:14,8.99,-79.52,86.0,79,40,10.29,scattered clouds
446,South Yuba City,US,2020-08-02 22:04:49,39.12,-121.64,99.0,23,1,6.85,clear sky
447,Opuwo,NA,2020-08-02 22:01:10,-18.06,13.84,60.64,32,0,8.52,clear sky
448,Coihaique,CL,2020-08-02 22:02:47,-45.58,-72.07,42.8,81,90,1.9,overcast clouds
449,Westport,US,2020-08-02 22:03:04,41.14,-73.36,84.2,74,40,11.41,scattered clouds
450,Bitung,ID,2020-08-02 22:04:49,1.45,125.18,75.2,94,40,1.12,scattered clouds
451,San Patricio,MX,2020-08-02 22:04:49,19.22,-104.7,91.4,70,20,11.41,few clouds
452,Boo,SE,2020-08-02 22:03:36,59.33,18.28,64.4,82,65,5.82,broken clouds
453,Havelock,US,2020-08-02 22:04:49,34.88,-76.9,87.01,77,0,4.0,clear sky
454,Oranjestad,AW,2020-08-02 22:03:25,12.52,-70.03,87.8,74,20,24.16,few clouds
455,Ardino,BG,2020-08-02 22:00:09,41.58,25.13,75.99,68,38,6.93,scattered clouds
456,Muli,MV,2020-08-02 22:04:50,2.92,73.57,82.15,79,93,12.15,light rain
457,Khorixas,NA,2020-08-02 22:04:50,-20.37,14.97,63.57,26,0,9.55,clear sky
458,Escalerillas,MX,2020-08-02 22:04:50,22.13,-101.07,68.0,68,75,4.7,broken clouds
459,Sar-E Pul,AF,2020-08-02 22:04:50,35.83,66.17,57.54,37,0,1.63,clear sky
460,Brae,GB,2020-08-02 22:04:50,60.4,-1.35,53.6,87,70,11.41,broken clouds
461,Lochgilphead,GB,2020-08-02 22:04:51,56.04,-5.43,50.0,87,4,8.05,clear sky
462,Ahipara,NZ,2020-08-02 22:04:51,-35.17,173.17,59.7,74,35,9.66,scattered clouds
463,Dawlatabad,AF,2020-08-02 22:04:51,36.41,64.91,70.43,26,0,2.21,clear sky
464,Krasnoselkup,RU,2020-08-02 22:04:51,65.7,82.47,55.42,83,18,6.4,few clouds
465,Vila Velha,BR,2020-08-02 22:00:14,-20.33,-40.29,73.99,68,20,9.17,few clouds
466,Nalut,LY,2020-08-02 22:04:51,30.33,10.85,84.83,14,0,10.85,clear sky
467,Arica,CL,2020-08-02 22:04:51,-18.48,-70.3,62.6,72,40,13.87,scattered clouds
468,Arlit,NE,2020-08-02 22:04:51,18.74,7.39,89.49,44,76,9.37,broken clouds
469,Los Llanos De Aridane,ES,2020-08-02 22:04:51,28.66,-17.92,73.4,83,15,13.87,few clouds
470,Cliza,BO,2020-08-02 22:04:52,-17.6,-65.93,84.2,9,0,3.36,clear sky
471,Pangody,RU,2020-08-02 22:04:52,65.85,74.49,60.15,71,24,10.4,few clouds
472,Abatskoye,RU,2020-08-02 22:04:52,56.29,70.46,69.4,60,6,4.81,clear sky
473,Maracaju,BR,2020-08-02 22:04:52,-21.61,-55.17,74.07,41,0,8.57,clear sky
474,Tazovskiy,RU,2020-08-02 22:04:52,67.47,78.7,52.41,88,37,6.29,scattered clouds
475,Horsham,GB,2020-08-02 22:04:52,51.06,-0.33,63.0,77,100,5.82,overcast clouds
476,Ilebo,CD,2020-08-02 22:04:53,-4.32,20.58,77.56,48,66,0.81,broken clouds
477,Ojinaga,MX,2020-08-02 22:04:53,29.57,-104.42,98.6,18,75,6.93,broken clouds
478,Khuzdar,PK,2020-08-02 22:04:53,27.74,66.64,80.65,66,1,8.03,clear sky
479,Anadyr,RU,2020-08-02 22:04:53,64.75,177.48,51.8,76,75,6.71,broken clouds
480,Sabang,ID,2020-08-02 22:04:53,5.89,95.32,82.72,77,100,23.4,overcast clouds
481,Miri,MY,2020-08-02 22:04:53,4.41,114.01,78.8,94,40,2.24,scattered clouds
482,Sibu,MY,2020-08-02 22:04:53,2.3,111.82,73.4,94,40,3.36,scattered clouds
483,Dingle,PH,2020-08-02 22:04:53,11.0,122.67,76.55,84,100,2.8,overcast clouds
484,Mocuba,MZ,2020-08-02 22:04:53,-16.84,36.99,62.4,97,47,3.29,scattered clouds
485,Sabya,SA,2020-08-02 22:04:54,17.15,42.63,86.0,89,40,4.7,scattered clouds
486,Juneau,US,2020-08-02 22:04:54,58.3,-134.42,62.6,77,75,10.29,light rain
487,Nemuro,JP,2020-08-02 22:02:32,43.32,145.57,64.81,91,0,11.18,clear sky
488,Poum,NC,2020-08-02 22:04:54,-20.23,164.02,69.08,62,4,6.71,clear sky
489,Turtas,RU,2020-08-02 22:04:54,58.94,69.13,67.39,76,19,6.76,few clouds
490,Bestobe,KZ,2020-08-02 22:04:54,52.5,73.1,73.62,57,0,8.37,clear sky
491,Karratha,AU,2020-08-02 22:04:54,-20.74,116.85,66.31,78,76,5.35,broken clouds
492,Vitoria Da Conquista,BR,2020-08-02 21:59:58,-14.87,-40.84,59.22,92,15,9.04,few clouds
493,Lucapa,AO,2020-08-02 22:04:54,-8.42,20.74,70.14,41,95,4.25,overcast clouds
494,Sterling,US,2020-08-02 22:03:12,39.01,-77.43,91.99,49,40,14.99,scattered clouds
495,Dwarahat,IN,2020-08-02 22:04:55,29.78,79.43,66.88,93,19,0.92,light rain
496,Sarangani,PH,2020-08-02 22:04:55,5.4,125.46,79.7,83,100,7.94,light rain
497,Karlskrona,SE,2020-08-02 22:04:55,56.16,15.59,59.0,93,100,2.24,overcast clouds
498,Sotnikovskoye,RU,2020-08-02 22:04:55,45.0,43.78,63.61,85,100,10.33,overcast clouds
499,Juba,SS,2020-08-02 22:04:55,4.85,31.58,72.01,85,62,1.79,broken clouds
500,Bathsheba,BB,2020-08-02 22:04:55,13.22,-59.52,86.0,70,40,12.75,scattered clouds
501,Luderitz,NA,2020-08-02 22:04:55,-26.65,15.16,69.8,28,0,8.05,clear sky
502,Bugry,RU,2020-08-02 22:04:55,60.07,30.39,59.0,93,100,5.68,moderate rain
503,Buraydah,SA,2020-08-02 22:03:05,26.33,43.98,93.2,26,43,5.82,scattered clouds
504,Geraldton,AU,2020-08-02 22:04:56,-28.77,114.6,55.4,82,40,17.22,scattered clouds
505,Buenaventura,CO,2020-08-02 22:04:56,3.88,-77.03,81.34,86,73,5.32,light rain
506,Kayes,ML,2020-08-02 22:02:03,14.0,-11.0,82.4,78,20,6.93,few clouds
507,Douentza,ML,2020-08-02 22:04:56,15.0,-2.95,89.19,46,92,7.31,overcast clouds
508,Port Blair,IN,2020-08-02 22:04:56,11.67,92.75,82.11,80,100,25.95,light rain
509,Nago,JP,2020-08-02 22:04:56,26.59,127.98,84.2,79,40,13.87,scattered clouds
510,Bandar-E Lengeh,IR,2020-08-02 22:04:56,26.56,54.88,91.4,84,23,4.7,few clouds
511,Cedar City,US,2020-08-02 22:02:46,37.68,-113.06,98.6,4,1,18.34,clear sky
512,Storslett,NO,2020-08-02 22:04:57,69.77,21.02,54.18,62,0,9.19,clear sky
513,Northam,GB,2020-08-02 22:04:57,51.03,-4.22,60.01,84,95,8.01,overcast clouds
514,Sakakah,SA,2020-08-02 22:04:57,29.97,40.21,91.4,14,0,3.36,clear sky
515,Apt,FR,2020-08-02 22:04:57,43.88,5.4,77.0,53,99,11.41,overcast clouds
516,The Valley,AI,2020-08-02 22:01:39,18.22,-63.06,87.8,74,20,10.29,tornado
517,Mirzapur,IN,2020-08-02 22:02:07,25.15,82.58,84.2,79,40,6.2,haze
518,Chicama,PE,2020-08-02 22:04:57,-7.84,-79.15,68.68,65,12,9.24,few clouds
519,Tutoia,BR,2020-08-02 22:04:57,-2.76,-42.27,79.07,82,9,10.2,light rain
520,Cidreira,BR,2020-08-02 22:04:57,-30.18,-50.21,62.19,71,100,7.34,overcast clouds
521,Hami,CN,2020-08-02 22:04:58,42.8,93.45,77.99,17,85,1.81,overcast clouds
522,Uige,AO,2020-08-02 22:04:58,-7.61,15.06,65.62,74,71,3.06,broken clouds
523,Normandin,CA,2020-08-02 22:04:58,48.83,-72.53,69.8,88,90,6.93,overcast clouds
524,Alexandria,EG,2020-08-02 22:03:27,31.22,29.96,80.6,78,40,11.41,scattered clouds
525,Sigli,ID,2020-08-02 22:04:58,5.38,95.96,79.86,71,100,8.34,overcast clouds
526,Gizo,SB,2020-08-02 22:04:15,-8.1,156.84,82.0,80,49,9.89,scattered clouds
527,Koslan,RU,2020-08-02 22:04:58,63.46,48.9,51.03,92,99,7.27,overcast clouds
528,Burg,DE,2020-08-02 22:04:58,51.83,14.15,64.99,96,100,1.01,light rain
529,Noumea,NC,2020-08-02 22:04:59,-22.28,166.46,70.0,82,90,3.36,overcast clouds
530,Marsh Harbour,BS,2020-08-02 22:04:59,26.54,-77.06,83.59,79,100,26.26,light rain
531,Christchurch,NZ,2020-08-02 22:03:38,-43.53,172.63,52.0,93,100,5.82,overcast clouds
532,Neyshabur,IR,2020-08-02 22:00:19,36.21,58.8,73.45,22,0,1.61,clear sky
533,Daru,PG,2020-08-02 22:01:06,-9.08,143.21,75.63,86,92,14.5,light rain
534,Erenhot,CN,2020-08-02 22:00:58,43.65,111.98,65.66,58,43,13.38,scattered clouds
535,Langsa,ID,2020-08-02 22:02:11,4.47,97.97,75.2,88,100,2.68,overcast clouds
536,Tongling,CN,2020-08-02 22:04:59,30.95,117.78,80.15,86,4,2.93,clear sky
537,Salinas,US,2020-08-02 22:04:59,36.68,-121.66,71.6,56,1,17.22,clear sky
538,Kailua,US,2020-08-02 22:05:00,21.4,-157.74,84.2,48,40,18.34,scattered clouds
539,Itaqui,BR,2020-08-02 22:05:00,-29.13,-56.55,70.0,78,10,6.64,clear sky
540,Chelmza,PL,2020-08-02 22:05:00,53.18,18.6,69.01,64,91,3.36,overcast clouds
541,Lethem,GY,2020-08-02 22:05:00,3.38,-59.8,79.93,80,50,3.2,light rain
542,Ribas Do Rio Pardo,BR,2020-08-02 22:05:00,-20.44,-53.76,74.66,36,0,9.17,clear sky
543,Alihe,CN,2020-08-02 22:05:00,50.57,123.72,64.72,94,100,11.77,light rain
544,Nsukka,NG,2020-08-02 22:05:00,6.86,7.39,69.15,99,78,6.82,broken clouds
545,Saurimo,AO,2020-08-02 22:05:00,-9.66,20.39,67.96,38,100,6.42,overcast clouds
546,Ranong,TH,2020-08-02 22:05:00,9.97,98.63,80.51,83,100,19.04,moderate rain
547,Eydhafushi,MV,2020-08-02 22:05:00,5.1,73.07,82.62,79,100,16.17,light rain
